Plant Code,Plant Name,FIPS
60226,"Rancho Seco Solar, LLC",p06067
60227,BJ's Wholesale Club Inc Dist Center,p34005
60228,Conn Mun Electric Energy Coop,p09180
60229,Orange County Solar Farm (NY),p36071
60230,Maricopa County Community Colleges- Estr,p04013
60231,Genentech-Oceanside,p06073
60232,Onondaga County- Jamesville,p36067
60233,RE Garland,p06029
60234,Belle Haven Diesel Generation Facility,p51001
60235,Perdue Diesel Generation Facility,p51001
60236,Onancock Diesel Generation Facility,p51001
60237,Midway Solar Farm II,p06025
60238,"McDonald Solar Farm, LLC",p18167
60239,"Pastime Farm, LLC",p18021
60240,"Yanceyville Farm 3, LLC",p37033
60241,Union Renewable Energy Facility,p45087
60242,"Algonquin SKIC 10 Solar, LLC",p06029
60246,Michigan Wind 3,p26151
60247,Valley View Solar,p08123
60248,Skylark,p08123
60249,Silicon Valley Clean Water,p06081
60251,IMPA Huntingburg Solar Park,p18037
60252,IMPA Washington Solar Park,p18027
60253,IMPA Anderson Solar Park,p18095
60254,Owatonna Energy Station,p27147
60255,Weymouth Solar Plant,p06037
60256,Bluestem,p40007
60257,Stainback Solar Farm,p37181
60258,Alta Luna,p35029
60259,"Pioneer Wind Park, LLC",p56009
60261,Playa Solar 2,p32003
60262,Prairie Breeze II,p31003
60263,Durham AWTF,p41067
60264,Bacliff,p48167
60265,Junction Road,p34019
60266,Cedar Branch,p34001
60267,Sharon Station,p34025
60268,Halyard Henderson Energy Center,p48213
60269,"Tex-Mex Renewable Energy Project, LLC",p48017
60270,"Blue Cloud Renewable Energy Project, LLC",p48017
60271,"Canyon Wind Project, LLC",p48415
60272,"Cone Renewable Energy Project, LLC",p48107
60273,"Crosby County Wind Farm, LLC",p48107
60274,"CED Westfield Solar, LLC",p25013
60275,Westside Solar Power PV1,p06031
60276,West Groton CHP,p25017
60277,Castor Solar,p06029
60278,Southbridge Solar,p25027
60279,Antelope Big Sky Ranch,p06037
60280,Summer Solar LLC,p06037
60281,Central Antelope Dry Ranch B LLC,p06037
60283,SR Mavericks,p08123
60284,Organ Church Solar,p37159
60285,Red Horse III,p04003
60286,Climax Solar,p37151
60287,Willard Solar,p37141
60288,Ajax Solar,p37155
60289,Clean Path Energy Center,p35045
60290,Jester Solar,p37191
60291,Trinity Solar,p37151
60292,Whiteville Solar 2,p37047
60293,St. Matthews Solar,p45017
60294,Crawford Solar,p37153
60295,Crimson Solar,p37133
60296,Bladen Solar Farm,p37017
60297,Clinton Battery,p39027
60298,"Pine Valley Solar Farm, LLC",p37125
60299,HMV Minster Energy Storage System,p39011
60300,Montana Solar Facility,p48141
60301,Holloman Solar Facility,p35035
60302,Keys Energy Center,p24033
60303,Sumrall II Solar Farm,p28073
60304,"San Isabel Solar, LLC",p08071
60305,High Pockets Solar,p37045
60306,Sumrall I Solar Farm,p28073
60307,"Mesquite Solar 2, LLC",p04013
60308,"Mesquite Solar 3, LLC",p04013
60309,"Portal Ridge Solar A, LLC",p06037
60310,"Portal Ridge Solar B, LLC",p06037
60311,"Portal Ridge Solar C, LLC",p06037
60312,"Howell Midland Farm, LLC",p37025
60313,"Augustus Farm, LLC",p37147
60314,Prairie Breeze III,p31003
60315,Midway Solar Farm III,p06025
60316,Scott Solar Farm,p51145
60317,"Grady Wind Energy Center, LLC",p35009
60318,Woodland Solar Farm,p51093
60319,Whitehouse Solar Farm,p51109
60320,"Jeffco Community Solar Gardens, LLC",p08059
60321,Windpark Unlimited 2,p06065
60324,"Willow Spring Solar, LLC",p06029
60325,"Willow Spring Solar 3, LLC",p06029
60326,O'Brien Wind,p19141
60327,East Amwell,p34019
60329,"Ringer Hill Wind Farm, LLC",p42111
60330,"Grove Solar Center, LLC",p41045
60331,"Hyline Solar Center, LLC",p41045
60332,"Open Range Solar Center, LLC",p41045
60333,"Railroad Solar Center, LLC",p41045
60334,"Thunderegg Solar Center, LLC",p41045
60335,"Vale Air Solar Center, LLC",p41045
60336,Midway Solar Farm 1,p06025
60337,Providence Solar,p47113
60338,Electra Wind Farm,p48487
60339,Horse Creek Wind Farm,p48207
60340,Albany Green Energy,p13095
60341,Wal-Mart Truth or Consequences PV,p35051
60342,Ida Grove Wind,p19093
60344,Sudbury Solar,p50021
60345,Okeechobee Clean Energy Center,p12093
60346,Demille Solar Farm,p26087
60347,Turrill Solar Farm,p26087
60348,O'Shea Solar Farm,p26163
60349,"Hill AFB LFG Facility, Bldg #737",p49011
60350,"NRG Solar Las Vegas MB 2, LLC",p32003
60351,Bison Solar LLC,p08069
60352,"Boulder Solar Power, LLC",p32003
60353,Cecil County CCVT HS,p24015
60354,Brady II Wind Energy Center,p38041
60355,Brady Wind Energy Center,p38089
60356,South Field Energy,p39029
60357,Lackawanna Energy Center,p42069
60358,Hilly Branch,p37155
60359,Gastonia Solar Center,p37071
60360,Pike Road Solar,p37037
60361,Wortham Solar Farm,p37181
60362,Magic Valley Wind Farm III LLC,p48489
60363,"White Farm Solar, LLC",p37131
60364,White Street Renewables,p37081
60365,Vulcraft Solar,p36015
60366,Old Settler Wind,p48153
60367,"Snow Camp Solar, LLC",p37001
60368,Panda Hummel Station LLC,p42109
60369,Battleboro Farm,p37127
60370,"Flint Hill Solar, LLC",p37125
60371,Legoland Solar,p12105
60372,Lamesa Solar,p48115
60373,SunCoke Energy South Shore Facility,p21089
60374,"Concord Blue Eagar, LLC",p04001
60375,ILR Landfill,p34023
60376,"Clean Energy Future-Lordstown, LLC",p39155
60378,NHA at Mansfield NJ,p34041
60379,Duroc Holdings,p37059
60380,"Shoe Creek Solar, LLC",p37165
60381,Sulphur Springs,p04003
60383,Monroe Solar Facility,p37179
60384,Hertford Solar Farm,p37143
60385,Santa Rita Jail Fuel Cell,p06001
60386,RE Garland A,p06029
60387,Invenergy Nelson Expansion LLC,p17103
60388,Granger Energy of Morgantown,p42011
60389,RE Barren Ridge 1,p06029
60390,Beech Ridge Energy Storage,p54025
60391,SJA Solar LLC-Solterra Monastery,p25027
60392,Pfizer Groton Fuel Cell,p09180
60393,Warbler Holdings,p37045
60394,Tamworth Holdings,p37017
60395,MC1 Solar,p37117
60396,"St. Pauls Solar 1, LLC",p37155
60397,"Kennedy Solar, LLC",p37061
60398,Innovative Solar 65,p37165
60399,"Lincoln Solar, LLC (NC)",p37161
60400,"Exum Farm Solar, LLC",p37107
60401,"Bizzell Church Solar 1, LLC",p37101
60402,"CB Bladen Solar, LLC",p37017
60403,"Currin Solar, LLC",p37077
60404,Pisgah Mountain Wind,p23019
60405,"Chaves Solar, LLC",p35005
60406,"Roswell Solar, LLC",p35005
60408,"Nash 97 Solar, LLC",p37127
60409,"South Winston Farm, LLC",p37067
60410,"Sullivan Solar, LLC",p18153
60411,"Coventry Photovoltaic, LLC",p50019
60412,Munro Valley Solar,p06027
60413,Bonnybrooke PV,p04021
60414,Bethel Wind Farm LLC,p48069
60415,"Hardison Farm Solar, LLC",p37117
60416,"Maxton Solar, LLC",p37155
60417,Modlin Solar Farm,p37117
60418,Calligan Creek Hydroelectric Project,p53033
60419,Don A Campbell 2 Geothermal,p32021
60420,"North Slope, LLC",p36019
60421,Veyo Heat Recovery Project,p49053
60422,Morgan's Corner,p37139
60423,Fairhaven C,p25005
60424,West Bridgewater AB,p25023
60425,Skidmore College,p36091
60426,RCWD PV Project,p06065
60427,CoServ Solar Station,p48121
60428,CA Department of Public Health at Richmo,p06013
60429,Tides Lane Farm,p37069
60430,Cabaniss Solar,p37069
60431,Tompkins Cortland Community College,p36109
60432,Three Peaks Power,p49021
60434,Quail Holdings,p37059
60435,Crane Solar Facility,p18101
60436,East Pecos Solar,p48371
60437,Bernards Solar,p34035
60438,Whitakers Farm (Fisher Rd),p37127
60439,Sellers Farm Solar,p37153
60440,McGrigor Farm Solar,p37163
60441,Salem Smart Power Center,p41047
60442,Carver MA 1,p25023
60443,Wareham MA 1,p25023
60444,Glacier Battery Storage,p53073
60445,ID Solar,p16001
60446,E&B Resources,p06029
60447,Presbyterian Senior Living Service,p24005
60448,Valdosta,p13185
60449,Pavant Solar II LLC,p49027
60450,Corcoran,p06031
60451,Brookside,p44007
60452,Calverton,p36103
60453,"Cummins, Inc",p36013
60454,Houghton,p36003
60455,Oneida - South,p36065
60456,Oneida - West,p36065
60457,Athens Energy,p23025
60458,Hardwick-Athol & Eagle Hill,p25027
60459,Port Comfort Power LLC,p48057
60460,Chamon Power LLC,p48201
60461,The Clorox Company,p24025
60462,Onondaga County- Clearwater,p36075
60463,Greene County Meter #1,p36039
60464,Tenaska Westmoreland Generating Station,p42129
60465,Chesapeake College,p24035
60466,Waterman Turnout Hydroelectric,p06071
60467,Red Rock,p04021
60468,Friendswood Energy,p48201
60469,Solar Glynn,p13127
60470,Paulding Wind Farm III,p39125
60471,Green River Wind Farm,p17103
60472,CPS 1,p48029
60473,Westport MA 1,p25005
60474,"Bayshore Solar B, LLC",p06037
60475,"Bayshore Solar C, LLC",p06037
60476,Westport MA 2,p25005
60477,Bethlehem - East,p36001
60478,Bethlehem - West,p36001
60480,"Germantown Solar, LLC",p37067
60481,"Bayshore Solar A, LLC",p06037
60483,Clark Canyon Hydro-Electric Facility,p30001
60484,"Williamston West Farm, LLC",p37117
60485,"Longboat Solar, LLC",p06071
60486,Greenfield Wind - MT,p30099
60487,"River Road Solar, LLC",p37091
60489,Hamilton Solar-Crosswicks,p34021
60490,Redwood 4 Solar Farm,p06029
60491,Springbok 3 Solar Farm,p06029
60492,Rail Trail,p25003
60493,Rising Paper,p25003
60494,Hampden,p25013
60495,Little Bay,p44007
60496,MEBA,p24041
60497,SR Skylark B,p08123
60498,Shirley Water,p25017
60499,Jefferson Avenue,p34017
60500,Westside Avenue,p34017
60501,Hartz Way,p34017
60502,"Tyler Bluff Wind Project, LLC",p48097
60503,Cattle Ridge Wind Farm 1,p46051
60504,Blazing Star Wind Farm 1,p27081
60505,Crocker Wind Farm,p46025
60506,ETT Presidio NaS Battery,p48377
60507,Broome County,p36007
60509,Valley Center,p06073
60510,Two Mile Desert Project,p37143
60511,Clear Spring Ranch PV Project,p08041
60514,Seminole,p13253
60516,Granger,p06073
60517,Hancock Creek Hydroelectric Project,p53033
60518,Stafford Hill Solar,p50021
60519,Albany Solar,p27145
60520,Annandale Solar,p27171
60521,Atwater Solar,p27067
60522,Chisago Solar,p27025
60523,Dodge Center Solar,p27039
60524,Eastwood Solar,p27013
60525,Hastings Solar,p27163
60526,Lake Emily Solar,p27079
60527,Lake Pulaski Solar,p27171
60528,Lawrence Creek Solar,p27025
60529,Montrose Solar,p27171
60530,Paynesville Solar,p27145
60531,Pine Island Solar,p27049
60532,Waseca Solar,p27161
60533,West Faribault Solar,p27131
60534,West Waconia Solar,p27019
60535,"Saluda Solar, LLC",p45081
60536,UA Central Utility Plant,p05143
60537,Limerick Road Solar Farm,p50007
60538,"Langdon Solar Farm, LLC",p37101
60539,Innovative Solar 42,p37051
60540,Innovative Solar 31,p37017
60541,Wind GEM,p19001
60542,158th Fighter Wing Solar Farm,p50007
60544,Tri-County Solar Facility,p13237
60545,"Grant Plains Wind, LLC",p40053
60547,GMP Solar - Richmond,p50007
60548,"NorWest Energy 2, LLC",p41017
60549,"ZV Solar 3, LLC",p37155
60550,GRP Franklin Renewable Energy Facility,p13119
60551,Big Level Wind,p42105
60552,Hattiesburg Solar Farm,p28035
60553,Southerland Farm Solar,p37181
60554,Hazlehurst II,p13161
60555,Selmer I,p47109
60556,Selmer II,p47109
60557,Peanut Solar,p37045
60558,Solar Blythe 2,p06065
60559,Marquette Energy Center,p26103
60560,Millington Solar Farm,p47157
60561,Cedartown Battery Energy Storage Project,p13233
60562,GMP Solar - Panton,p50001
60564,Westside Energy Station,p27109
60565,Borrego Springs Energy Storage,p06073
60566,Pala Energy Storage Yard,p06073
60567,Ortega Highway Energy Storage,p06059
60568,Canyon Crest Academy,p06073
60569,El Cajon Energy Storage,p06073
60570,Escondido Energy Storage,p06073
60571,North City Cogeneration Facility,p06073
60572,White Wing Solar,p04027
60573,HQC Rock River Solar Power Gen Station,p55105
60574,"Great Western Wind Energy, LLC",p40153
60575,Wadesboro Farm 2,p37007
60576,Wadesboro Farm 3,p37007
60577,Hector Farm,p37123
60578,Kojak Farm,p37127
60579,Meriwether Farm,p37077
60580,Soluga Farms III,p37051
60581,Upton County Solar,p48461
60582,CoTAL Solar Farm,p12073
60583,LaFayette Solar Farm,p01017
60584,Oceana Solar,p51810
60585,Mount Vernon Solar,p13297
60586,Pleasant Valley Solar,p13297
60587,Kelly Creek Wind Project,p17053
60589,CPV Fairview Energy Center,p42021
60590,"Golden Fields Solar I, LLC",p06029
60591,"Solar Star California, XLI, LLC",p06029
60592,Rush Springs Wind,p40051
60593,UI RCP Woodbridge FC,p09170
60594,Voyager Wind I,p06029
60595,Sand Creek Wind Farm,p30055
60596,Baron Winds Farm,p36101
60597,Wayne Solar III LLC,p37191
60598,Wayne Solar II LLC,p37191
60599,Duplin Solar I LLC (160 Houston Lane),p37061
60600,Old Pageland Monroe Road Solar Farm,p37179
60601,Bay Branch Solar,p37013
60602,Wayne Solar I LLC,p37191
60603,Jacobson 5 MW Solar,p04015
60604,Wye Mills VNEM,p24035
60605,CMEEC - Rogers Rd Solar,p09180
60606,CMEEC - Hollyhock Solar,p09180
60607,CMEEC - Polaris Park Solar,p09180
60608,CMEEC - Navy NE Trident,p09180
60609,CMEEC - Norwich Stott St Solar,p09180
60610,St. Mary Clean Energy Center,p22101
60611,Summit Farms Solar,p37053
60612,Morin Solar 2013 LLC,p25027
60613,Brookfield Solar 2013 LLC,p25027
60614,WYM 1250 Palmer LLC,p25013
60615,Southern Sky Renew Energy Berkley LLC,p25005
60616,BC Solar,p41037
60617,AEP Churubusco NaS,p18183
60618,AEP Bluffton NaS,p39003
60619,Rush Creek Wind,p08039
60620,"Ninnescah Wind Energy, LLC",p20151
60621,Worcester Landfill,p25027
60622,DG AMP Solar Bowling Green,p39173
60623,Brantley Solar,p37127
60624,Fox Creek Solar,p37069
60625,NRG Renew Canal 1 CSG LLC,p25001
60626,BRE NC Solar 2,p37185
60627,BRE NC Solar 3,p37077
60628,BRE NC Solar 4,p37185
60629,"Perkins Solar, LLC",p37145
60630,Howardtown Farm,p37155
60631,Empire Solar,p27037
60632,Blue Lake Solar,p27139
60633,"Gainey Solar, LLC",p37017
60634,"Auten Road Farm, LLC",p37071
60635,"Creech Solar 2, LLC",p37183
60636,"Bunn Level Farm, LLC",p37085
60637,Cork Oak Solar,p37083
60638,Sunflower Solar,p37083
60639,Kingman Wind,p20151
60640,"NRG Solar Mule, LLC",p23011
60641,Henrietta D Energy Storage LLC,p06031
60642,M&G Resins USA,p48355
60644,"West Brookfield Solar, LLC",p25027
60645,"Javelina Wind Energy II, LLC",p48479
60646,Energy Nuevo Storage Farm,p06019
60647,Shakopee Energy Park,p27139
60649,Rabbit Hill Energy Storage Project,p48491
60650,Mission Rock Energy Center,p06111
60651,"North Nash Farm, LLC",p37127
60652,Dickinson Solar Array,p27171
60653,Belchertown,p25015
60654,Townsite Solar Project,p32003
60655,Rock Creek Wind Project,p29005
60656,McHenry Battery Storage,p17111
60657,"Salt Fork Wind Project, LLC",p48129
60658,Moffett Solar Project,p45053
60659,Ridgeland Solar Project,p45053
60660,Willey Battery Utility,p39061
60661,Mira Loma Energy Storage Facility,p06071
60662,Archdiocese of Baltimore J,p24025
60663,Archdiocese of Baltimore L,p24025
60664,Baltimore City B,p24025
60665,Baltimore City D,p24025
60666,Baltimore City F,p24025
60667,Baltimore City G,p24025
60668,City of Havre De Grace C,p24025
60669,Sod Run WTP A,p24025
60670,CE&P Imperial Valley 1,p06025
60671,Allen Combined Cycle Plant,p47157
60672,Osborn Wind Energy,p29063
60673,"Nixa Solar, LLC",p29043
60674,Tisch Mills Wind,p55071
60675,Turner Energy Storage Project,p53075
60677,Tannery Road Landfill,p36065
60678,San Joaquin Solar,p06019
60679,Fort Rucker Solar Array,p01045
60680,ANAD Solar Array,p01015
60681,"Annapolis Solar Park, LLC",p24003
60682,Pearl Solar,p48371
60683,TRS Fuel Cell,p09190
60684,Amphitheater High School Solar,p04019
60685,Canyon Del Oro High School Solar,p04019
60686,Pierre Solar,p46065
60687,"Cimarron Bend Wind Project I, LLC",p20025
60688,"Cimarron Bend Wind Project II, LLC",p20025
60689,Western Plains Wind Farm,p20057
60690,"Blue Summit Storage, LLC",p48487
60691,Tanager Holdings,p37151
60692,Friesian Holdings,p37165
60693,FDS Co-Generation Facility,p39095
60694,"WakeSun, LLC CSG",p27145
60695,"BentonSun, LLC",p27019
60696,Four Peaks Camino Real,p35013
60697,Gaines County,p48165
60698,Stanton Energy Reliability Center,p06059
60699,DESI-1 Battery Energy Storage Facility,p06059
60700,Wind Colebrook South,p09160
60701,JED Solid Waste Mgmt Renewable LFG Energy,p12097
60702,Rincon Solar I,p13103
60703,"Green City Recovery, LLC",p21209
60704,Trenton Solar Farm (MO),p29079
60705,Rolla Solar Farm (MO),p29161
60706,Waynesville Solar Farm (MO),p29169
60707,Marshall Solar Farm (MO),p29195
60708,Havre de Grace II - E at Perryman,p24025
60709,IFF Hazlet Ground,p34025
60710,Stone Hill Solar,p25005
60711,Chisago Community Solar,p27025
60712,Ursa Community Solar,p27037
60713,Sunrise Community Solar,p27025
60714,Rosemount Community Solar,p27037
60715,Paynesville Community Solar,p27145
60716,Orion Community Solar,p27145
60717,Northfield Community Solar,p27037
60718,New Colony Wind Project,p30107
60719,"Sadiebrook Solar, LLC",p45019
60720,Weld 1 Community Solar Array,p08123
60721,Green Cow Power,p18039
60722,Logan 1 Community Solar Array,p08075
60723,Conejos 1 Community Solar Array,p08021
60724,Arapahoe 3 Community Solar Array,p08005
60725,Xcel Adams 2 Community Solar Array,p08001
60726,Xcel Adams 1 Community Solar Array,p08001
60727,East Orange Solar,p34013
60728,Howell Solar,p34025
60729,Raritan Solar,p34019
60730,Bridgewater Solar,p25023
60731,Holliston Solar,p25017
60732,Frankford Solar,p34037
60733,Brickyard Solar,p34025
60734,Bordentown Solar,p34005
60735,Longview Solar,p24045
60736,Wilmington Solar,p25017
60737,Church Hill,p24035
60738,Fall River Solar,p25005
60739,DSM Solar,p34041
60740,Pittsgrove Solar,p34033
60741,Old Midville Solar,p13165
60742,Argonne National Laboratory CHP,p17043
60743,"Rattlesnake Power, LLC",p48307
60744,SEPV Imperial Dixieland West,p06025
60745,SEPV Imperial Dixieland East,p06025
60746,Silvi Gibraltar Rock,p34035
60747,Seabrook Village,p34025
60748,Simcoe Solar,p16039
60750,Osawatomie Power Plant South Sub,p20121
60751,Osawatomie Power Plant North Sub,p20121
60752,Gloucester Community College Solar,p34015
60753,Shirley Landfill,p25017
60754,DDR Shoppers World,p25017
60755,Spartan,p34005
60756,Meadow Solar,p25025
60757,Cedarville,p25023
60759,Freeze Solar,p34023
60760,Millikan BESS,p06059
60761,"Roper Farm, LLC",p37045
60762,Pfizer Peapack Solar,p34035
60763,Holland Solar,p34019
60764,Victory Solar LLC,p08001
60765,L'Oreal Franklin,p34035
60766,L'Oreal Monmouth,p34023
60768,PB2 - Gila River,p04013
60769,Lower Cape May HS,p34009
60771,Timber Creek HS,p34007
60772,Adams Ave MS and HS,p34001
60774,Phantom Solar,p48099
60775,Deerfield Solar,p25011
60776,Community Foodbank of NJ,p34039
60777,"American Kings Solar, LLC",p06031
60778,"Hew Fulton Farm, LLC",p37165
60779,"McGoogan Farm, LLC",p37155
60780,Rowan Solar NC LLC,p37159
60781,Royal Wine Corp Solar Power Plant,p34017
60782,"Barnhill Road Solar, LLC",p37139
60783,"Leggett Solar, LLC",p37065
60784,Jersey Holdings,p37155
60785,Tungsten Mountain,p32001
60786,Renovo Energy Center,p42035
60787,"Williamston Speight Solar, LLC",p37117
60788,Suwannee Solar Facility,p12121
60789,Bluebell Solar,p48431
60790,"PVN Milliken, LLC",p06071
60791,SunAnza,p06065
60792,"CC Landfill Energy, LLC",p32003
60795,Eichtens Solar,p27025
60796,Red Wing Solar,p27049
60797,Lake Forest Hospital,p17097
60798,South Atlantic Services Solar Farm I,p37129
60799,"Iron Horse Solar 4, LLC",p25017
60800,Catawba Solar LLC,p37159
60801,BHE Pueblo 2 Community Solar Array,p08101
60802,ACCC Mays Landing,p34001
60803,Deutsche Bank- Piscataway Solar,p34023
60804,"Gemini Technologies Services, Inc. Solar",p34027
60805,Beaver Run,p34037
60806,North Bergen Solar,p34017
60807,Salt Springs Wind Farm,p20083
60808,US Foods Solar,p34023
60809,"Summit Water Nexus Mt. Holly, LLC Solar",p34005
60810,Sabert Solar,p34023
60811,AES ADA Energy Storage Array,p42091
60813,Cloverdale Solar Center,p06097
60815,Hampshire College,p25015
60816,Town of Lexington Solar,p25017
60817,Sullivan County - Adult Care Solar,p36105
60818,Oswego County - Fulton Solar,p36075
60819,Jefferson-Lewis BOCES Solar,p36045
60820,Montgomery County - Correctional Facility,p24031
60821,Weber State University - Davis Campus Solar,p49011
60822,Intel - Ocotillo Campus Solar,p04013
60823,South Sioux City Solar,p31043
60824,Valley Sanitary District WTP Solar,p06065
60825,Colgreen North Shore Solar Farm,p06065
60826,Neenach Solar Center,p06037
60827,"Sun Streams, LLC",p04013
60828,"Osceola Solar, LLC",p37001
60829,"Eastway Solar, LLC",p37017
60830,Webster Holdco Solar,p27131
60831,Orbit Energy RI,p44007
60832,Farmington Holdco Solar,p27037
60833,Dodge Holdco Solar,p27039
60834,Hwy 14 Holdco Solar,p27109
60835,Pine Island Solar,p27049
60836,Big Lake Holdco Solar,p27141
60837,Forest Lake Solar,p27163
60838,Wabasha Holdco Solar,p27157
60839,"Goya Foods, Inc- Jersey City Solar",p34017
60840,"Goya Foods, Inc- Secaucus Solar",p34017
60841,Prudential 55 Livingston Roseland Solar,p34013
60842,Prudential 80 Livingston Roseland Solar,p34013
60843,River Terminal Development Solar,p34017
60844,Genentech Vacaville Meter #1,p06095
60846,US GSA - Sacramento,p06067
60847,Garrett County - DPU Treatment Plant,p24023
60848,Temple Solar Arrays,p42011
60849,Emmitsburg Solar Arrays,p24021
60850,"Thigpen Farms Solar, LLC",p37155
60851,Curtis Hill Solar,p25027
60852,Depot Hill Solar,p25027
60853,SR Houston,p28017
60854,Bird Machine Solar Farm,p25021
60855,Iron Horse Solar I CSG,p25017
60856,Astra Wind Farm,p48381
60857,NES Rutgers Solar,p34029
60858,126 Grove Solar LLC,p25021
60859,"Williams Solar, LLC",p48263
60860,VEC Alburgh Array,p50013
60861,Dept of General Services -FTB,p06067
60863,Cooperative Solar One,p21049
60864,"Kokomo Solar 1, LLC",p18067
60865,Equity Industrial Turbines,p25009
60866,"Bashaw Solar CSG 1, LLC",p25009
60867,Kearsarge Southwick LLC,p25013
60868,Timothy Lake Powerhouse,p41005
60869,"Solar Star California, XLIV, LLC",p06037
60871,Homestead Wind LLC,p17017
60872,Wildomar Solar,p06065
60873,Prairie Wind Farm,p19123
60874,GMP Solar - Hartford,p50027
60875,GMP Solar - Williston,p50007
60876,Eastern Iowa Solar,p19139
60877,GMP Solar - Williamstown,p50017
60878,Sutton Solar,p25027
60879,Nexamp Peak,p25003
60880,Stafford MS Ground Mount,p09110
60881,Bernhardt Furniture Solar Farm,p37027
60882,Carl Friedrich Gauss Solar,p37083
60883,"Deerfield Wind Energy, LLC",p26063
60884,Halifax Solar LLC,p37083
60885,"Boulder Solar II, LLC",p32003
60886,Pavant Solar III,p49027
60887,Sauk DPC Solar,p55123
60888,Lafayette DPC Solar,p55017
60889,Conrath DPC Solar,p55107
60890,Warren DPC Solar,p55109
60891,Liberty Pole DPC Solar,p55123
60892,Downsville DPC Solar,p55033
60893,Mt. Hope DPC Solar,p55043
60894,Medford DPC Solar,p55119
60895,Whistling Winds DPC Solar,p55057
60896,"Carter Solar One, LLC",p16083
60897,"Jackpot Solar North, LLC",p16083
60898,"Jackpot Solar South, LLC",p16083
60899,"Jackpot Solar East, LLC",p16083
60900,"Jackpot Solar West, LLC",p16083
60901,Willow Springs Wind Farm,p48207
60902,Dermott Wind,p48415
60903,Salem Harbor Station NGCC,p25009
60904,Time Warner Cable - Knowles,p36101
60905,"Oliver Wind III, LLC",p38059
60906,Mt. Tom Solar Project,p25013
60907,Big Blue River Wind Farm,p18065
60908,Northampton Landfill Solar PV,p25015
60909,Hartford Landfill Solar EGF,p09110
60910,NET Power La Porte Station,p48201
60911,Green Energy Machine,p19029
60912,Cold River Road Solar,p50021
60913,Ohio Northern University Solar Site,p39065
60914,Westmont 300B,p06037
60915,Correctional Solar LLC,p51127
60916,Sappony Solar LLC,p51183
60917,Buckingham Solar LLC,p51029
60918,Verwey-Hanford Dairy Digester #1,p06031
60919,Shakopee Met Council WTP,p27139
60920,Viper Solar,p37051
60921,Scarlet Solar,p37107
60922,Ruskin Solar,p37191
60923,Clyde Solar Array,p39143
60924,Ozarks Natural Energy,p05143
60925,Montgomery County,p48339
60926,St. Charles Power Station (LA),p22089
60927,Lake Charles Power,p22019
60928,New Orleans Power,p22071
60929,"Red Oak Solar Farm, LLC",p37127
60930,Dublin Solar I,p13175
60931,CCC Hastings Wind Turbine,p31001
60932,Creston Ridge Wind Farm,p31141
60933,Hopewell Cogeneration NJ,p34021
60934,Goodhue Solar,p27049
60935,GRE Marshan Solar,p27037
60936,New Auburn DPC Solar,p55017
60937,Antlia Community Solar,p27117
60938,Aries Community Solar,p27039
60939,Centaurus Community Solar,p27023
60940,Gemini Community Solar,p27025
60941,Mapleton Community Solar,p27013
60942,Morgan Community Solar,p27127
60943,Spica Community Solar,p27067
60944,Vega Community Solar,p27067
60945,Spartan PV 1,p26065
60946,Santa Paula Energy Storage,p06111
60947,Jacumba Solar Farm,p06073
60948,Washington Solar,p37157
60949,Adams Solar,p37157
60950,Mountain Lion Solar,p37149
60951,West Dubuque Solar,p19061
60953,Owens Valley Solar Project 11,p06027
60954,VEC Magee Hill Solar,p50007
60955,Strawberry Point DPC Solar,p19043
60956,Westar Cities Solar,p20155
60957,Sand Lake DPC Solar,p55095
60958,Nesvold Watertown Solar,p27019
60959,Chocksett Rd Energy Storage Project,p25027
60960,Hyperion Treatment Plant CHP Plant,p06037
60961,Violet Solar,p37025
60962,Red Maple Solar,p27079
60963,Eisenhower Solar,p37127
60964,Apache Solar 1,p04003
60965,"Cotten Farm, LLC",p37105
60966,Lind Solar CSG,p27019
60967,Onyx - Lamphear Road,p36065
60968,Scott-II Solar LLC,p51145
60969,River Otter Solar,p37125
60970,Tyler Solar,p37077
60971,Michael Solar,p27145
60972,San Jacinto Solar,p06065
60973,Lake Perris Solar,p06065
60974,Glendale Battery Energy Storage System,p06037
60975,Whitney Point Solar,p06019
60976,"OSLH, LLC",p41017
60977,Dakota Solar,p27037
60978,CSUF State College,p06059
60979,CSUF Nutwood Solar,p06059
60980,ZV Solar 1,p37155
60981,NextEra Westside PV,p06019
60982,Atkinson Farm Solar,p37061
60983,Buckthorn Wind Project,p48143
60984,Lindberg Field Solar 2,p06073
60985,Elizabethtown Solar,p42071
60986,AIS Solar Project,p25027
60987,Santa Rita Wind Energy,p48383
60988,Loma Rica Hydroelectric Powerhouse,p06057
60989,SolaireHolman Solar Project,p48043
60990,"Florence Solar W3-080, LLC",p34005
60991,Sterling I Wind Farm,p35025
60992,Northern Cardinal Solar,p37083
60993,"Darlington Solar, LLC",p45031
60994,French's Landfill PV,p34029
60995,Ramona Solar Energy,p06073
60996,Iron Horse Battery Storage,p04019
60997,Everett PV1,p37117
60998,Underwood PV2,p37091
60999,Reading Wind Project,p20111
61000,King Mill,p13245
61001,Cactus Flats Wind Energy Project,p48095
61002,"WED Portsmouth One, LLC",p44005
61003,Musgrave East Solar Farm,p36011
61004,Whirlpool Corporation - Ottawa Wind Farm,p39137
61005,Whirlpool Corporation - Marion Wind Farm,p39101
